round id_node curr_load
1 1 0.59989975
1 2 0.5999
2 1 0.6997994999999999
2 2 0.69969975
3 1 0.7995992499999999
3 2 0.7994994999999999
4 1 0.8992987499999998
4 2 0.8991992499999999
5 1 0.9989982499999998
5 2 0.9987987499999998
6 1 1.0985977499999997
6 2 1.0983982499999998
7 1 1.1980969999999997
7 2 1.1978977499999999
8 1 1.2975962499999998
8 2 1.297297
